name,host_id,host_name,host_is_superhost,neighbourhood,neighbourhood_cleansed,beds,price,review_scores_rating
Home in Chicago · ★4.84 · 1 bedroom · 1 bed · 1 bath,5228189,Matthew,t,"Chicago, Illinois, United States",Logan Square,1,$81.00,4.84
Rental unit in Chicago · ★4.92 · Studio · 1 bed · 1 bath,117498144,Dasha & Owen,t,"Chicago, Illinois, United States",Irving Park,1,$50.00,4.92
Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 2 baths,9094538,Nicole,t,"Chicago, Illinois, United States",Lake View,1,$99.00,5.0
Boutique hotel in Chicago · ★4.52 · 1 bedroom · 1 bed · 1 private bath,57387860,Freehand,f,"Chicago, Illinois, United States",Near North Side,1,$83.00,4.52
Home in Chicago · ★4.80 · 4 bedrooms · 5 beds · 3 baths,33004,At Home Inn,t,"Chicago, Illinois, United States",Lincoln Park,5,$328.00,4.8
Rental unit in Chicago · ★4.90 · Studio · 1 bed · 1 bath,28354664,Benjamin,t,"Chicago, Illinois, United States",Logan Square,1,$96.00,4.9
Loft in Chicago · ★4.64 · 3 bedrooms · 4 beds · 2 baths,139765116,Jose,f,"Chicago, Illinois, United States",Bridgeport,4,$200.00,4.64
Condo in Chicago · ★4.85 · 3 bedrooms · 5 beds · 3 baths,42982894,Robert,t,"Chicago, Illinois, United States",Near North Side,5,$229.00,4.85
Rental unit in Chicago · ★4.41 · 3 bedrooms · 3 beds · 1 bath,45239294,Cherie,f,"Chicago, Illinois, United States",West Town,3,$99.00,4.41
Home in Chicago · ★4.93 · 1 bedroom · 3 beds · 1 shared bath,143937691,Caryl,t,"Chicago, Illinois, United States",Hyde Park,3,$207.00,4.93
Home in Chicago · ★4.95 · 1 bedroom · 1 bed · 1 private bath,143937691,Caryl,t,"Chicago, Illinois, United States",Hyde Park,1,$140.00,4.95
Rental unit in Chicago · ★4.57 · 1 bedroom · 1 bed · 1.5 shared baths,127235673,Alex,f,"Chicago, Illinois, United States",Edgewater,1,$45.00,4.57
Rental unit in Chicago · ★4.97 · 1 bedroom · 2 beds · 1.5 shared baths,48027087,Jacqueline,t,"Chicago, Illinois, United States",West Ridge,2,$56.00,4.97
Rental unit in Chicago · ★4.85 · 3 bedrooms · 3 beds · 1 bath,47035703,Edwin,t,"Chicago, Illinois, United States",Lower West Side,3,$75.00,4.85
Rental unit in Chicago · ★4.95 · 1 bedroom · 1 bed · 1.5 shared baths,48027087,Jacqueline,t,"Chicago, Illinois, United States",West Ridge,1,$65.00,4.95
Rental unit in Chicago · ★4.81 · 2 bedrooms · 2 beds · 1 bath,50234199,Ann,f,"Chicago, Illinois, United States",West Town,2,$100.00,4.81
Condo in Chicago · ★4.91 · 3 bedrooms · 4 beds · 1 bath,127574066,Kit & Jo,f,"Chicago, Illinois, United States",Lake View,4,$621.00,4.91
Home in Chicago · ★4.74 · 4 bedrooms · 3 beds · 3.5 baths,148697512,Christopher,f,"Chicago, Illinois, United States",Near North Side,3,$825.00,4.74
Rental unit in Chicago · ★4.96 · 3 bedrooms · 4 beds · 1 bath,149092372,Abel And Flor,t,"Chicago, Illinois, United States",Avondale,4,$138.00,4.96
Home in Chicago · ★4.72 · 2 bedrooms · 2 beds · 1 bath,129049667,Carmen,f,"Chicago, Illinois, United States",South Lawndale,2,$80.00,4.72
Rental unit in Chicago · ★4.83 · 4 bedrooms · 5 beds · 1.5 baths,149317569,Tony,t,"Chicago, Illinois, United States",Lower West Side,5,$124.00,4.83
Rental unit in Chicago · ★4.49 · 3 bedrooms · 3 beds · 1 bath,126427813,Emery,f,"Chicago, Illinois, United States",Logan Square,3,$132.00,4.49
Rental unit in Chicago · ★4.87 · 2 bedrooms · 2 beds · 1 bath,30003626,Maggie & Steve,t,"Chicago, Illinois, United States",West Town,2,$92.00,4.87
Rental unit in Chicago · ★4.96 · 1 bedroom · 1 bed · 1 bath,40281169,Kate,f,"Chicago, Illinois, United States",Edgewater,1,$123.00,4.96
Loft in Chicago · ★4.89 · 1 bedroom · 1 bed · 1 bath,113562870,Amy,t,"Chicago, Illinois, United States",West Town,1,$133.00,4.89
Rental unit in Chicago · ★4.98 · 3 bedrooms · 4 beds · 2 baths,1597671,Naomi And JJ,t,"Chicago, Illinois, United States",Lake View,4,$174.00,4.98
Rental unit in Chicago · ★4.89 · 1 bedroom · 1 bed · 1 bath,3291424,Katie,t,"Chicago, Illinois, United States",North Center,1,$96.00,4.89
Loft in Chicago · ★4.91 · Studio · 3 beds · 1 bath,5228189,Matthew,t,"Chicago, Illinois, United States",West Town,3,$82.00,4.91
Rental unit in Chicago · ★4.69 · 2 bedrooms · 2 beds · 1 bath,54646953,Ben,t,"Chicago, Illinois, United States",Lake View,2,$122.00,4.69
Condo in Chicago · ★4.83 · 3 bedrooms · 3 beds · 1 bath,8480922,Samuel,t,"Chicago, Illinois, United States",Albany Park,3,$110.00,4.83
Rental unit in Chicago · ★4.84 · 2 bedrooms · 2 beds · 1 bath,1517871,Jon,f,"Chicago, Illinois, United States",Hyde Park,2,$75.00,4.84
Guest suite in Chicago · ★4.90 · 1 bedroom · 3 beds · 1.5 baths,3573488,Kristina,f,"Chicago, Illinois, United States",West Town,3,$213.00,4.9
Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,149862178,Judith,f,"Chicago, Illinois, United States",Chicago Lawn,1,$35.00,0
Rental unit in Chicago · ★4.89 · 1 bedroom · 1 bed · 1 private bath,139765116,Jose,f,"Chicago, Illinois, United States",Bridgeport,1,$53.00,4.89
Rental unit in Chicago · ★4.85 · 2 bedrooms · 2 beds · 1 bath,5164564,Michelle,f,"Chicago, Illinois, United States",Lake View,2,$300.00,4.85
Guest suite in Chicago · ★4.92 · 1 bedroom · 1 bed · 1 bath,150629165,Kimberly,t,"Chicago, Illinois, United States",Logan Square,1,$202.00,4.92
Rental unit in Chicago · ★4.93 · 2 bedrooms · 3 beds · 1 bath,38481821,William,t,"Chicago, Illinois, United States",Humboldt Park,3,$146.00,4.93
Townhouse in Chicago · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,1257936,Paul,f,"Chicago, Illinois, United States",Logan Square,1,$99.00,4.87
Rental unit in Chicago · ★4.95 · 1 bedroom · 2 beds · 1 bath,109145304,Shelby + Bob,t,"Chicago, Illinois, United States",Rogers Park,2,$125.00,4.95
Rental unit in Chicago · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,47720848,Donald,t,"Chicago, Illinois, United States",Lower West Side,1,$66.00,4.9
Rental unit in Chicago · ★4.88 · 2 bedrooms · 2 beds · 1 bath,151312537,Sara,t,"Chicago, Illinois, United States",Lincoln Park,2,$75.00,4.88
Home in Chicago · ★4.87 · 2 bedrooms · 2 beds · 1 private bath,146333051,Lloyd,t,"Chicago, Illinois, United States",Lake View,2,$80.00,4.87
Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,48329606,Christine,f,"Chicago, Illinois, United States",Lake View,1,$400.00,5.0
Rental unit in Chicago · ★4.98 · 1 bedroom · 1 bed · 1 bath,146342995,Sue,t,"Chicago, Illinois, United States",Edgewater,1,$118.00,4.98
Rental unit in Chicago · ★4.99 · 1 bedroom · 1 bed · 1 bath,30937767,Judith,t,"Chicago, Illinois, United States",Lincoln Park,1,$96.00,4.99
Rental unit in Chicago · ★4.76 · 2 bedrooms · 2 beds · 1 bath,504800,Renata And Jason,f,"Chicago, Illinois, United States",North Center,2,$57.00,4.76
Guest suite in Chicago · ★4.87 · 2 bedrooms · 4 beds · 1 bath,64513360,Paul,f,"Chicago, Illinois, United States",Norwood Park,4,$78.00,4.87
Rental unit in Chicago · ★4.98 · 3 bedrooms · 3 beds · 1 bath,2069798,Afsha,t,"Chicago, Illinois, United States",Logan Square,3,$164.00,4.98
Rental unit in Chicago · ★4.37 · 1 bedroom · 1 bed · 1 shared bath,36128270,Juanita,f,"Chicago, Illinois, United States",North Lawndale,1,$29.00,4.37
Rental unit in Chicago · ★4.90 · 3 bedrooms · 3 beds · 1 bath,15856079,Kyle,t,"Chicago, Illinois, United States",Logan Square,3,$100.00,4.9
Home in Chicago · ★4.76 · 7 bedrooms · 1 bed · 2.5 shared baths,5468317,Brian,f,"Chicago, Illinois, United States",Rogers Park,1,$50.00,4.76
Rental unit in Chicago · ★4.89 · 2 bedrooms · 5 beds · 1 bath,2630113,Nikkole,t,"Chicago, Illinois, United States",West Town,5,$100.00,4.89
Home in Chicago · ★4.87 · 6 bedrooms · 8 beds · 2.5 baths,5468317,Brian,f,"Chicago, Illinois, United States",Rogers Park,8,$473.00,4.87
Rental unit in Chicago · ★4.87 · 2 bedrooms · 2 beds · 1 bath,147218562,RAL Properties,f,"Chicago, Illinois, United States",Grand Boulevard,2,$119.00,4.87
Rental unit in Chicago · ★4.97 · 2 bedrooms · 2 beds · 2 baths,16027807,Miriam,t,"Chicago, Illinois, United States",Logan Square,2,$222.00,4.97
Place to stay in Chicago · ★5.0 · 1 bedroom · 1 bed · Private half-bath,980036,Carolyn,f,"Chicago, Illinois, United States",Beverly,1,$45.00,5.0
Townhouse in Chicago · ★4.88 · 1 bedroom · 1 bed · 1 private bath,140160049,Zen Chicago,t,"Chicago, Illinois, United States",Kenwood,1,$59.00,4.88
Townhouse in Chicago · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,140160049,Zen Chicago,t,"Chicago, Illinois, United States",Kenwood,1,$59.00,4.92
Townhouse in Chicago · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,140160049,Zen Chicago,t,"Chicago, Illinois, United States",Kenwood,1,$59.00,4.86
Rental unit in Chicago · ★4.98 · 2 bedrooms · 3 beds · 1 bath,147654278,Lara,t,"Chicago, Illinois, United States",North Center,3,$128.00,4.98
Condo in Chicago · ★4.90 · 1 bedroom · 1 bed · 1 bath,47116272,Patricia,t,"Chicago, Illinois, United States",West Town,1,$58.00,4.9
Guest suite in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,7420910,Janet,t,"Chicago, Illinois, United States",Lincoln Square,1,$135.00,5.0
"Home in Bucktown, Chicago · ★4.92 · 3 bedrooms · 4 beds · 1 bath",87730556,Michael,f,"Bucktown, Chicago, Illinois, United States",Logan Square,4,$129.00,4.92
Home in Chicago · ★4.84 · 1 bedroom · 1 bed · 2.5 shared baths,5468317,Brian,f,"Chicago, Illinois, United States",Rogers Park,1,$52.00,4.84
Home in Chicago · ★4.78 · 2 bedrooms · 1 bed · 2.5 shared baths,5468317,Brian,f,"Chicago, Illinois, United States",Rogers Park,1,$63.00,4.78
Home in Chicago · ★4.75 · 1 bedroom · 1 bed · 2.5 baths,5468317,Brian,f,"Chicago, Illinois, United States",Rogers Park,1,$60.00,4.75
Home in Chicago · ★4.73 · 1 bedroom · 2 beds · 2.5 shared baths,5468317,Brian,f,"Chicago, Illinois, United States",Rogers Park,2,$47.00,4.73
Home in Chicago · ★4.79 · 1 bedroom · 2 beds · 2.5 shared baths,5468317,Brian,f,"Chicago, Illinois, United States",Rogers Park,2,$52.00,4.79
Guest suite in Chicago · ★4.99 · 1 bedroom · 1 bed · 1 bath,22690738,Kristin,f,"Chicago, Illinois, United States",Logan Square,1,$150.00,4.99
Rental unit in Chicago · ★4.99 · 3 bedrooms · 3 beds · 1 bath,11742953,Michelle,t,"Chicago, Illinois, United States",North Center,3,$303.00,4.99
Guest suite in Chicago · ★4.97 · 1 bedroom · 1 bed · 1 bath,66619585,Liz And Martin,t,"Chicago, Illinois, United States",Logan Square,1,$131.00,4.97
Rental unit in Chicago · ★4.88 · 1 bedroom · 1 bed · 1 bath,117498144,Dasha & Owen,t,"Chicago, Illinois, United States",Irving Park,1,$50.00,4.88
Rental unit in Chicago · ★4.93 · 2 bedrooms · 2 beds · 1 bath,47035703,Edwin,t,"Chicago, Illinois, United States",Lower West Side,2,$70.00,4.93
Home in Chicago · ★5.0 · 8 bedrooms · 8 beds · 4 baths,4069585,Liz,t,"Chicago, Illinois, United States",Logan Square,8,"$1,614.00",5.0
Home in Chicago · ★4.98 · 1 bedroom · 1 bed · 1 bath,32352014,Arlene,t,"Chicago, Illinois, United States",Lake View,1,$145.00,4.98
Home in Chicago · ★5.0 · 2 bedrooms · 2 beds · 1 private bath,143937691,Caryl,t,"Chicago, Illinois, United States",Hyde Park,2,$163.00,5.0
Rental unit in Chicago · ★4.86 · 3 bedrooms · 3 beds · 2 baths,72758399,John,f,"Chicago, Illinois, United States",North Center,3,$168.00,4.86
Rental unit in Chicago · ★4.80 · 4 bedrooms · 4 beds · 1 bath,8670834,Dan,t,"Chicago, Illinois, United States",East Garfield Park,4,$75.00,4.8
Rental unit in Chicago · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,4466617,Mary,t,"Chicago, Illinois, United States",Lake View,1,$100.00,4.93
Loft in Chicago · ★4.89 · 1 bedroom · 1 bed · 1 bath,3257065,Samantha,t,"Chicago, Illinois, United States",Logan Square,1,$106.00,4.89
Bungalow in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 private bath,31432220,Patricio,f,"Chicago, Illinois, United States",Forest Glen,1,$50.00,5.0
Rental unit in Chicago · ★4.92 · 1 bedroom · 1 bed · 1 bath,157222289,Elena,t,"Chicago, Illinois, United States",Edgewater,1,$123.00,4.92
Loft in Chicago · ★4.92 · 2 bedrooms · 2 beds · 1.5 baths,34928721,Leina,t,"Chicago, Illinois, United States",West Town,2,$163.00,4.92
Rental unit in Chicago · ★4.82 · 2 bedrooms · 3 beds · 2 baths,155409587,Drew,t,"Chicago, Illinois, United States",West Town,3,$84.00,4.82
Townhouse in Chicago · ★4.49 · 3 bedrooms · 4 beds · 2.5 baths,210023846,Athena,f,"Chicago, Illinois, United States",Lincoln Park,4,$405.00,4.49
Condo in Chicago · ★4.87 · 2 bedrooms · 3 beds · 1 bath,106090301,Valori,t,"Chicago, Illinois, United States",West Town,3,$110.00,4.87
Rental unit in Chicago · ★4.94 · 2 bedrooms · 2 beds · 1 bath,20587257,Chris,f,"Chicago, Illinois, United States",Lincoln Square,2,$225.00,4.94
Home in Chicago · ★4.81 · 5 bedrooms · 7 beds · 3.5 baths,155934833,J Selena,f,"Chicago, Illinois, United States",Oakland,7,$300.00,4.81
Rental unit in Chicago · ★4.81 · 2 bedrooms · 3 beds · 1 bath,11036600,Mari,t,"Chicago, Illinois, United States",Lake View,3,$121.00,4.81
Rental unit in Chicago · ★4.95 · 2 bedrooms · 2 beds · 2 baths,127772312,Susan,f,"Chicago, Illinois, United States",North Center,2,$139.00,4.95
Home in Chicago · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,158948610,Michael,t,"Chicago, Illinois, United States",Jefferson Park,1,$46.00,4.78
Home in Chicago · ★4.93 · 6 bedrooms · 8 beds · 3.5 baths,156059677,Amit,t,"Chicago, Illinois, United States",Avondale,8,$508.00,4.93
Rental unit in Chicago · ★4.85 · 2 bedrooms · 1 bed · 1 bath,42437004,Rebecca & Armando,f,"Chicago, Illinois, United States",Hermosa,1,$43.00,4.85
Condo in Chicago · ★4.80 · 2 bedrooms · 2 beds · 1 bath,4491318,Marie,f,"Chicago, Illinois, United States",Logan Square,2,$69.00,4.8
Townhouse in Chicago · ★4.88 · 1 bedroom · 1 bed · 1 private bath,140160049,Zen Chicago,t,"Chicago, Illinois, United States",Kenwood,1,$64.00,4.88
Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,24388042,DeLuxe,t,"Chicago, Illinois, United States",Near North Side,1,$51.00,5.0
Rental unit in Chicago · ★4.83 · 3 bedrooms · 3 beds · 2 baths,8480922,Samuel,t,"Chicago, Illinois, United States",Albany Park,3,$171.00,4.83
Rental unit in Chicago · ★4.86 · 4 bedrooms · 5 beds · 3 baths,22345626,Dubbs,t,"Chicago, Illinois, United States",West Town,5,$269.00,4.86
Condo in Chicago · ★4.98 · 2 bedrooms · 2 beds · 2 baths,5633777,Nicole,t,"Chicago, Illinois, United States",West Town,2,$268.00,4.98
Rental unit in Chicago · ★4.95 · 2 bedrooms · 3 beds · 2 baths,5833977,Emily,t,"Chicago, Illinois, United States",West Town,3,$221.00,4.95
Condo in Chicago · ★4.50 · 2 bedrooms · 3 beds · 1 bath,61661450,Joe,f,"Chicago, Illinois, United States",Lincoln Square,3,$80.00,4.5
Townhouse in Chicago · ★4.78 · 3 bedrooms · 3 beds · 1.5 baths,156698136,Dave & K. Dale,f,"Chicago, Illinois, United States",Pullman,3,$100.00,4.78
Rental unit in Chicago · ★4.71 · 4 bedrooms · 4 beds · 1.5 baths,154850323,Erhan,f,"Chicago, Illinois, United States",North Center,4,$74.00,4.71
Hostel in Chicago · ★4.54 · 1 bedroom · 11 beds · 11.5 shared baths,7391164,Wrigley Hostel,f,"Chicago, Illinois, United States",Lake View,11,$40.00,4.54
Guest suite in Chicago · ★4.95 · 1 bedroom · 3 beds · 1 bath,72951726,Kathleen,t,"Chicago, Illinois, United States",Lincoln Square,3,$111.00,4.95
Rental unit in Chicago · ★4.73 · 3 bedrooms · 3 beds · 1.5 baths,53359413,Trinidad,t,"Chicago, Illinois, United States",Lower West Side,3,$190.00,4.73
Rental unit in Chicago · ★4.93 · 2 bedrooms · 4 beds · 2 baths,99798589,Bridget,t,"Chicago, Illinois, United States",West Town,4,$130.00,4.93
Condo in Chicago · ★4.97 · 2 bedrooms · 4 beds · 2 baths,1910771,Michael,t,"Chicago, Illinois, United States",Lincoln Park,4,$216.00,4.97
Rental unit in Chicago · ★4.87 · 1 bedroom · 1 bed · 1 bath,157821307,Amy,f,"Chicago, Illinois, United States",Lincoln Square,1,$102.00,4.87
Rental unit in Chicago · ★4.0 · 1 bedroom · 1 bed · 1 bath,39181183,Marie,f,"Chicago, Illinois, United States",West Englewood,1,$96.00,4.0
Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,20073392,Frankie,t,"Chicago, Illinois, United States",West Town,1,$124.00,5.0
Home in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,157222289,Elena,t,"Chicago, Illinois, United States",Rogers Park,1,$135.00,5.0
Home in Chicago · ★4.97 · 4 bedrooms · 5 beds · 2 baths,145980569,Garrett,t,"Chicago, Illinois, United States",Logan Square,5,"$1,999.00",4.97
Condo in Chicago · ★4.93 · 1 bedroom · 1 bed · 1 private bath,23353615,Felicia,f,"Chicago, Illinois, United States",Uptown,1,$90.00,4.93
Bungalow in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,36300208,Maria,f,"Chicago, Illinois, United States",Avondale,1,$38.00,5.0
Rental unit in Chicago · ★4.81 · 2 bedrooms · 2 beds · 1.5 baths,11651621,Lisa,f,"Chicago, Illinois, United States",Lincoln Park,2,$150.00,4.81
Townhouse in Chicago · 3 bedrooms · 7 beds · 3.5 baths,158055753,Kimberly,f,"Chicago, Illinois, United States",Logan Square,7,$527.00,0
Townhouse in Chicago · ★4.97 · 3 bedrooms · 4 beds · 2 baths,160062005,Nancy,t,"Chicago, Illinois, United States",Edgewater,4,$247.00,4.97
Rental unit in Chicago · ★4.79 · 1 bedroom · 1 bed · 1 bath,86333405,Keenan,f,"Chicago, Illinois, United States",Edgewater,1,$90.00,4.79
Rental unit in Chicago · 8 bedrooms · 8 beds · 4 baths,4069585,Liz,t,"Chicago, Illinois, United States",Logan Square,8,$38.00,5.0
Condo in Chicago · ★4.94 · 1 bedroom · 1 bed · 1 private bath,138934538,Dalila,t,"Chicago, Illinois, United States",Albany Park,1,$69.00,4.94
Rental unit in Chicago · ★4.91 · 2 bedrooms · 3 beds · 1 bath,62373872,Tara,t,"Chicago, Illinois, United States",Irving Park,3,$105.00,4.91
Rental unit in Chicago · ★4.98 · 1 bedroom · 1 bed · 1 bath,170461987,Dorothy,t,"Chicago, Illinois, United States",Edgewater,1,$133.00,4.98
Home in Chicago · ★4.89 · 4 bedrooms · 4 beds · 2.5 baths,124438226,Amy,t,"Chicago, Illinois, United States",Hyde Park,4,$379.00,4.89
Condo in Chicago · ★4.60 · 1 bedroom · 2 beds · 1 bath,37516478,Binoy,f,"Chicago, Illinois, United States",Albany Park,2,$70.00,4.6
Condo in Chicago · 1 bedroom · 1 bed · 1 bath,116817381,Juana,f,"Chicago, Illinois, United States",Near North Side,1,$120.00,1.0
Rental unit in Chicago · ★4.79 · 1 bedroom · 1 bed · 2 shared baths,2907254,Joe,f,"Chicago, Illinois, United States",West Ridge,1,$27.00,4.79
Rental unit in Chicago · ★4.80 · 1 bedroom · 1 bed · 2 shared baths,2907254,Joe,f,"Chicago, Illinois, United States",West Ridge,1,$28.00,4.8
Rental unit in Chicago · ★4.96 · 2 bedrooms · 2 beds · 1 bath,90536332,Kitty,t,"Chicago, Illinois, United States",Logan Square,2,$102.00,4.96
Rental unit in Chicago · ★4.96 · 2 bedrooms · 3 beds · 1 bath,57033860,Noelle,t,"Chicago, Illinois, United States",Lincoln Square,3,$125.00,4.96
Guest suite in Chicago · ★4.77 · 2 bedrooms · 2 beds · 1 bath,14839402,Osiris,f,"Chicago, Illinois, United States",Logan Square,2,$83.00,4.77
Rental unit in Chicago · ★4.87 · 2 bedrooms · 2 beds · 1 bath,172229895,Bel,t,"Chicago, Illinois, United States",Lower West Side,2,$86.00,4.87
Townhouse in Chicago · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,91946836,Jordan,f,"Chicago, Illinois, United States",Hyde Park,1,$50.00,4.64
Condo in Chicago · ★4.80 · 1 bedroom · 1 bed · 1 private bath,4478538,Abhineyt,f,"Chicago, Illinois, United States",West Town,1,$35.00,4.8
Rental unit in Chicago · ★4.91 · 1 bedroom · 1 bed · 1 bath,161722468,Sarah,t,"Chicago, Illinois, United States",North Center,1,$62.00,4.91
Condo in Chicago · ★4.81 · 4 bedrooms · 5 beds · 3 baths,161754741,Josh,t,"Chicago, Illinois, United States",West Town,5,$117.00,4.81
Rental unit in Chicago · ★4.81 · 2 bedrooms · 2 beds · 1 bath,11981271,Cory,t,"Chicago, Illinois, United States",West Town,2,$99.00,4.81
Rental unit in Chicago · ★4.82 · 3 bedrooms · 4 beds · 2 baths,161754741,Josh,t,"Chicago, Illinois, United States",West Town,4,$169.00,4.82
Rental unit in Chicago · ★4.85 · 2 bedrooms · 3 beds · 1 bath,7704837,Jason,t,"Chicago, Illinois, United States",North Center,3,$95.00,4.85
Rental unit in Chicago · ★4.77 · 3 bedrooms · 3 beds · 2 baths,151706485,Yvonne,f,"Chicago, Illinois, United States",Woodlawn,3,$200.00,4.77
Condo in Chicago · ★4.66 · 4 bedrooms · 4 beds · 2 baths,19645168,Brandon,f,"Chicago, Illinois, United States",Lake View,4,$400.00,4.66
Condo in Chicago · ★4.77 · 2 bedrooms · 2 beds · 2 baths,20490917,Robert,f,"Chicago, Illinois, United States",Lincoln Park,2,$83.00,4.77
Guesthouse in Chicago · ★4.57 · 2 bedrooms · 2 beds · 1 bath,47172572,Zencity,f,"Chicago, Illinois, United States",Logan Square,2,$75.00,4.57
Rental unit in Chicago · ★4.76 · 1 bedroom · 2 beds · 1 bath,4401063,Angela,f,"Chicago, Illinois, United States",Lincoln Park,2,$86.00,4.76
Guest suite in Chicago · ★4.93 · 1 bedroom · 1 bed · 1 bath,9499059,Bennett,t,"Chicago, Illinois, United States",Hyde Park,1,$105.00,4.93
Rental unit in Chicago · ★4.77 · 3 bedrooms · 4 beds · 1 bath,87738779,Charles,f,"Chicago, Illinois, United States",Chatham,4,$157.00,4.77
Rental unit in Chicago · 1 bedroom · 2 beds · 1 private bath,163179151,Elizabeth,f,"Chicago, Illinois, United States",South Shore,2,$89.00,5.0
Rental unit in Chicago · ★4.64 · 3 bedrooms · 2 beds · 2.5 baths,163179151,Elizabeth,f,"Chicago, Illinois, United States",South Shore,2,$199.00,4.64
Rental unit in Chicago · ★4.30 · 2 bedrooms · 3 beds · 1 bath,104627783,Bellanger,f,"Chicago, Illinois, United States",West Garfield Park,3,$250.00,4.3
Condo in Chicago · ★4.88 · 3 bedrooms · 4 beds · 2 baths,53994169,Alex,f,"Chicago, Illinois, United States",Edgewater,4,$117.00,4.88
Rental unit in Chicago · ★4.96 · 1 bedroom · 1 bed · 1 bath,74620805,Almir And Majda,t,"Chicago, Illinois, United States",Lincoln Park,1,$160.00,4.96
Home in Chicago · ★4.98 · 2 bedrooms · 4 beds · 1 bath,50165254,Aya,f,"Chicago, Illinois, United States",Avondale,4,$134.00,4.98
Rental unit in Chicago · ★4.93 · 2 bedrooms · 8 beds · 1 bath,130968209,Carlos,t,"Chicago, Illinois, United States",Lake View,8,$176.00,4.93
Rental unit in Chicago · ★4.91 · 1 bedroom · 1 bed · 1 bath,40281169,Kate,f,"Chicago, Illinois, United States",Edgewater,1,$123.00,4.91
Rental unit in Chicago · ★4.84 · 2 bedrooms · 2 beds · 1 bath,175954064,Helen,t,"Chicago, Illinois, United States",Logan Square,2,$97.00,4.84
Boutique hotel in Chicago · ★4.82 · 1 bedroom · 1 bed · 1 private bath,176229376,Acme,f,"Chicago, Illinois, United States",Near North Side,1,$107.00,4.82
Rental unit in Chicago · ★4.77 · 1 bedroom · 2 beds · 2 shared baths,2907254,Joe,f,"Chicago, Illinois, United States",West Ridge,2,$55.00,4.77
Condo in Chicago · 2 bedrooms · 2 beds · 2 baths,22521340,Mary,f,"Chicago, Illinois, United States",Near North Side,2,$200.00,5.0
Rental unit in Chicago · ★4.94 · 3 bedrooms · 5 beds · 1 bath,156756068,Larissa,t,"Chicago, Illinois, United States",West Town,5,$200.00,4.94
Rental unit in Chicago · ★4.94 · 3 bedrooms · 3 beds · 1 bath,2069798,Afsha,t,"Chicago, Illinois, United States",Irving Park,3,$164.00,4.94
Rental unit in Chicago · ★4.95 · 2 bedrooms · 3 beds · 1 bath,16293823,Charles,t,"Chicago, Illinois, United States",Logan Square,3,$154.00,4.95
Rental unit in Chicago · ★4.80 · 1 bedroom · 1 bed · 2 shared baths,2907254,Joe,f,"Chicago, Illinois, United States",West Ridge,1,$28.00,4.8
Rental unit in Chicago · ★4.84 · 2 bedrooms · 2 beds · 1 bath,911989,Rebecca,f,"Chicago, Illinois, United States",Lower West Side,2,$80.00,4.84
Loft in Chicago · ★4.95 · 1 bedroom · 2 beds · 1 bath,176397025,Sara,t,"Chicago, Illinois, United States",West Town,2,$170.00,4.95
Serviced apartment in Chicago · ★4.74 · 1 bedroom · 1 bed · 1 bath,90362666,Angelika & Zibi,f,"Chicago, Illinois, United States",Jefferson Park,1,$93.00,4.74
Rental unit in Chicago · ★4.82 · 1 bedroom · 1 bed · 1 private bath,166026106,Olga,t,"Chicago, Illinois, United States",Mckinley Park,1,$75.00,4.82
Rental unit in Chicago · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,166026106,Olga,t,"Chicago, Illinois, United States",Mckinley Park,1,$65.00,4.94
Rental unit in Chicago · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,166026106,Olga,t,"Chicago, Illinois, United States",Mckinley Park,1,$65.00,4.75
Bed and breakfast in Chicago · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,2456789,Mary,f,"Chicago, Illinois, United States",Norwood Park,1,$35.00,4.81
Rental unit in Chicago · ★4.88 · 2 bedrooms · 2 beds · 1 bath,49260140,Kimberly,t,"Chicago, Illinois, United States",North Center,2,$199.00,4.88
Guest suite in Chicago · ★4.90 · 1 bedroom · 2 beds · 1 bath,28531511,Melissa,t,"Chicago, Illinois, United States",Lincoln Square,2,$89.00,4.9
Rental unit in Chicago · ★4.81 · 1 bedroom · 2 beds · 1 bath,25715675,Joyce,t,"Chicago, Illinois, United States",West Town,2,$73.00,4.81
Home in Chicago · ★4.92 · 2 bedrooms · 3 beds · 2 baths,11266083,Jaime,f,"Chicago, Illinois, United States",West Town,3,$179.00,4.92
